0:Побег из Шоушенка :1994:США
1:Зеленая миля :1999:США
2:Форрест Гамп :1994:США
3:Список Шиндлера :1993:США
4:1+1 :2011:Франция
5:Начало :2010:
6:Леон :1994:Франция
7:Король Лев :1994:США
8:Бойцовский клуб :1999:США
9:Иван Васильевич меняет профессию :1973:СССР
10:Жизнь прекрасна :1997:Италия
11:Достучаться до небес :1997:Германия
12:Крестный отец :1972:США
13:Криминальное чтиво :1994:США
14:Операция «Ы» и другие приключения Шурика :1965:СССР
15:Престиж :2006:США
16:Игры разума :2001:США
17:Интерстеллар :2014:США
18:"Властелин колец: Возвращение Короля ":2003:Новая Зеландия
19:Гладиатор :2000:США
20:Назад в будущее :1985:США
21:Карты, деньги, два ствола :1998:Великобритания
22:Матрица :1999:США
23:Бриллиантовая рука :1968:СССР
24:Отступники :2006:США
25:Поймай меня, если сможешь :2002:США
26:Пианист :2002:Польша
27:"Властелин колец: Братство кольца ":2001:США
28:В бой идут одни «старики» :1973:СССР
29:ВАЛЛ·И :2008:США
30:Большой куш :2000:Великобритания
31:Тайна Коко :2017:США
32:"Властелин колец: Две крепости ":2002:Новая Зеландия
33:Американская история X :1998:США
34:Джентльмены удачи :1971:СССР
35:"Пираты Карибского моря: Проклятие Черной жемчужины ":2003:США
36:Остров проклятых :2009:США
37:Пролетая над гнездом кукушки :1975:США
38:Темный рыцарь :2008:США
39:Титаник :1997:США
40:12 разгневанных мужчин :1956:США
41:Запах женщины :1992:США
42:Пробуждение :1990:США
43:В джазе только девушки :1959:США
44:"Хатико: Самый верный друг ":2008:Великобритания
45:Огни большого города :1931:США
46:Унесённые призраками :2001:Япония
47:Кавказская пленница, или Новые приключения Шурика :1966:СССР
48:...А зори здесь тихие :1972:СССР
49:Хороший, плохой, злой :1966:Италия
50:Эта замечательная жизнь :1947:США
51:Хористы :2004:Франция
52:"Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей ":1981:СССР
53:Семь :1995:США
54:Молчание ягнят :1990:США
55:Шоу Трумана :1998:США
56:Как приручить дракона :2010:США
57:"Терминатор 2: Судный день ":1991:США
58:Джанго освобожденный :2012:США
59:Крестный отец 2 :1974:США
