,Unnamed: 1,Unnamed: 2
1262,fatality,-3.0
1263,fatigue,-2.0
1264,fatigued,-2.0
1265,fatigues,-2.0
1266,fatiguing,-2.0
1267,favor,2.0
1268,favorable,2.0
1269,favorably,2.0
1270,favored,2.0
1271,favorite,2.0
1272,favorited,2.0
1273,favorites,2.0
1274,favors,2.0
1275,favour,2.0
1276,favourable,2.0
1277,favourably,2.0
1278,favoured,2.0
1279,favourite,2.0
1280,favourited,2.0
1281,favourites,2.0
1282,favours,2.0
1283,fear,-2.0
1284,fearful,-2.0
1285,fearfully,-2.0
1286,fearing,-2.0
1287,fearless,2.0
1288,fearlessness,2.0
1289,fearsome,-2.0
1290,fed up,-3.0
1291,feeble,-2.0
1292,feeling,1.0
1293,felonies,-3.0
1294,felony,-3.0
1295,fertile,2.0
1296,fervent,2.0
1297,fervid,2.0
1298,festive,2.0
1299,fever,-2.0
1300,fiasco,-3.0
1301,fidgety,-2.0
1302,fight,-1.0
1303,fighting,-2.0
1304,fine,2.0
1305,fines,-2.0
1306,finest,3.0
1307,fire,-2.0
1308,fired,-2.0
1309,firing,-2.0
1310,fit,1.0
1311,fitness,1.0
1312,filth,-2.0
1313,filthy,-2.0
1314,flagship,2.0
1315,flaw,-2.0
1316,flawed,-3.0
1317,flawless,2.0
1318,flawlessly,2.0
1319,flaws,-2.0
1320,flees,-1.0
1321,flop,-2.0
1322,flops,-2.0
1323,flu,-2.0
1324,flustered,-2.0
1325,focused,2.0
1326,fond,2.0
1327,fondness,2.0
1328,fool,-2.0
1329,foolish,-2.0
1330,fools,-2.0
1331,forbid,-1.0
1332,forbidden,-2.0
1333,forbidding,-2.0
1334,forced,-1.0
1335,foreclosure,-2.0
1336,foreclosures,-2.0
1337,forefront,1.0
1338,forget,-1.0
1339,forgetful,-2.0
1340,forgettable,-1.0
1341,forgive,1.0
1342,forgiving,1.0
1343,forgot,-1.0
1344,forgotten,-1.0
1345,fortune,2.0
1346,fortunate,2.0
1347,fortunately,2.0
1348,foul,-3.0
1349,frantic,-1.0
1350,fraud,-4.0
1351,frauds,-4.0
1352,fraudster,-4.0
1353,fraudsters,-4.0
1354,fraudulence,-4.0
1355,fraudulent,-4.0
1356,freak,-2.0
1357,free,1.0
1358,freedom,2.0
1359,freedoms,2.0
1360,frenzy,-3.0
1361,fresh,1.0
1362,friend,1.0
1363,friendliness,2.0
1364,friendly,2.0
1365,friendship,2.0
1366,fright,-2.0
1367,frightened,-2.0
1368,frightening,-3.0
1369,frikin,-2.0
1370,frisky,2.0
1371,frowning,-1.0
1372,fruitless,-2.0
1373,frustrate,-2.0
1374,frustrated,-2.0
1375,frustrates,-2.0
1376,frustrating,-2.0
1377,frustration,-2.0
1378,ftw,3.0
1379,fuck,-4.0
1380,fucked,-4.0
1381,fucker,-4.0
1382,fuckers,-4.0
1383,fuckface,-4.0
1384,fuckhead,-4.0
1385,fuckin,-4.0
1386,fucking,-4.0
1387,fucking amazing,4.0
1388,fucking beautiful,4.0
1389,fucking cute,4.0
1390,fucking fantastic,4.0
1391,fucking good,4.0
1392,fucking great,4.0
1393,fucking hot,2.0
1394,fucking love,4.0
1395,fucking loves,4.0
1396,fucking perfect,4.0
1397,fucktard,-4.0
1398,fud,-3.0
1399,fuked,-4.0
1400,fuking,-4.0
1401,fulfill,2.0
1402,fulfilled,2.0
1403,fulfillment,2.0
1404,fulfills,2.0
1405,fuming,-2.0
1406,fun,4.0
1407,funeral,-1.0
1408,funerals,-1.0
1409,funky,2.0
1410,funnier,4.0
1411,funny,4.0
1412,furious,-3.0
1413,futile,-2.0
1414,gag,-2.0
1415,gagged,-2.0
1416,gain,2.0
1417,gained,2.0
1418,gaining,2.0
1419,gains,2.0
1420,gallant,3.0
1421,gallantly,3.0
1422,gallantry,3.0
1423,game-changing,3.0
1424,garbage,-1.0
1425,gem,3.0
1426,generous,2.0
1427,generously,2.0
1428,genial,3.0
1429,ghastly,-2.0
1430,ghost,-1.0
1431,giddy,-2.0
1432,gift,2.0
1433,glad,3.0
1434,glamorous,3.0
1435,glamourous,3.0
1436,glee,3.0
1437,gleeful,3.0
1438,gloom,-1.0
1439,gloomy,-2.0
1440,glorious,2.0
1441,glory,2.0
1442,glum,-2.0
1443,god,1.0
1444,goddamn,-3.0
1445,godsend,4.0
1446,gold,2.0
1447,good,3.0
1448,goodlooking,3.0
1449,goodmorning,1.0
1450,goodness,3.0
1451,goodwill,3.0
1452,goofiness,-2.0
1453,goofy,-2.0
1454,grace,1.0
1455,graceful,2.0
1456,gracious,3.0
1457,grand,3.0
1458,grant,1.0
1459,granted,1.0
1460,granting,1.0
1461,grants,1.0
1462,grateful,3.0
1463,gratification,2.0
1464,grave,-2.0
1465,gray,-1.0
1466,grisly,-2.0
1467,gr8,3.0
1468,great,3.0
1469,greater,3.0
1470,greatest,3.0
1471,greed,-3.0
1472,greedy,-2.0
1473,green wash,-3.0
1474,green washing,-3.0
1475,greenwash,-3.0
1476,greenwasher,-3.0
1477,greenwashers,-3.0
1478,greenwashing,-3.0
1479,greet,1.0
1480,greeted,1.0
1481,greeting,1.0
1482,greetings,2.0
1483,greets,1.0
1484,grey,-1.0
1485,grief,-2.0
1486,grieved,-2.0
1487,grim,-2.0
1488,gripping,2.0
1489,groan,-2.0
1490,groaned,-2.0
1491,groaning,-2.0
1492,groans,-2.0
1493,gross,-2.0
1494,growing,1.0
1495,growth,2.0
1496,growths,2.0
1497,gruesome,-3.0
1498,guarantee,1.0
1499,guilt,-3.0
1500,guilty,-3.0
1501,gullibility,-2.0
1502,gullible,-2.0
1503,gun,-1.0
1504,ha,2.0
1505,hacked,-1.0
1506,haha,3.0
1507,hahaha,3.0
1508,hahahah,3.0
1509,hail,2.0
1510,hailed,2.0
1511,hallelujah,3.0
1512,handpicked,1.0
1513,handsome,3.0
1514,hapless,-2.0
1515,haplessness,-2.0
1516,happiest,3.0
1517,happiness,3.0
1518,happy,3.0
1519,harass,-3.0
1520,harassed,-3.0
1521,harasses,-3.0
1522,harassing,-3.0
1523,harassment,-3.0
1524,hard,-1.0
1525,hardier,2.0
1526,hardship,-2.0
1527,hardy,2.0
1528,harm,-2.0
1529,harmed,-2.0
1530,harmful,-2.0
1531,harming,-2.0
1532,harmony,2.0
1533,harmonious,2.0
1534,harmoniously,2.0
1535,harms,-2.0
1536,harried,-2.0
1537,harsh,-2.0
1538,harsher,-2.0
1539,harshest,-2.0
1540,harshly,-2.0
1541,hate,-3.0
1542,hated,-3.0
1543,hater,-3.0
1544,haters,-3.0
1545,hates,-3.0
1546,hating,-3.0
1547,hatred,-3.0
1548,haunt,-1.0
1549,haunted,-2.0
1550,haunting,1.0
1551,haunts,-1.0
1552,havoc,-2.0
1553,hazardous,-3.0
1554,headache,-2.0
1555,healthy,2.0
1556,heartbreaking,-3.0
1557,heartbroken,-3.0
1558,heartfelt,3.0
1559,heartless,-2.0
1560,heartwarming,3.0
1561,heaven,2.0
1562,heavenly,4.0
1563,heavyhearted,-2.0
1564,hehe,2.0
1565,hell,-4.0
1566,hellish,-2.0
1567,help,2.0
1568,helpful,2.0
1569,helping,2.0
1570,helpless,-2.0
1571,helps,2.0
1572,hero,2.0
1573,heroes,2.0
1574,heroic,3.0
1575,hesitant,-2.0
1576,hesitate,-2.0
1577,hid,-1.0
1578,hide,-1.0
1579,hideous,-3.0
1580,hides,-1.0
1581,hiding,-1.0
1582,highlight,2.0
1583,hilarious,2.0
1584,hinder,-2.0
1585,hindrance,-2.0
1586,hoax,-2.0
1587,hollow,-1.0
1588,homeless,-2.0
1589,homesick,-2.0
1590,homicide,-2.0
1591,homicides,-2.0
1592,honest,2.0
1593,honor,2.0
1594,honored,2.0
1595,honoring,2.0
1596,honour,2.0
1597,honoured,2.0
1598,honouring,2.0
1599,hooligan,-2.0
1600,hooliganism,-2.0
1601,hooligans,-2.0
1602,hope,2.0
1603,hopeful,2.0
1604,hopefully,2.0
1605,hopeless,-2.0
1606,hopelessness,-2.0
1607,hopes,2.0
1608,hoping,2.0
1609,horrendous,-3.0
1610,horrid,-3.0
1611,horrible,-3.0
1612,horrific,-3.0
1613,horrified,-3.0
1614,hospitalized,-2.0
1615,hostile,-2.0
1616,huckster,-2.0
1617,hug,2.0
1618,huge,1.0
1619,hugs,2.0
1620,humane,2.0
1621,humble,1.0
1622,humbug,-2.0
1623,humerous,3.0
1624,humiliated,-3.0
1625,humiliation,-3.0
1626,humor,2.0
1627,humorous,2.0
1628,humour,2.0
1629,humourous,2.0
1630,hunger,-2.0
1631,hurrah,5.0
1632,hurt,-2.0
1633,hurting,-2.0
1634,hurts,-2.0
1635,hypocritical,-2.0
1636,hysteria,-3.0
1637,hysterical,-3.0
1638,hysterics,-3.0
1639,icky,-3.0
1640,idiocy,-3.0
1641,idiot,-3.0
1642,idiotic,-3.0
1643,ignorance,-2.0
1644,ignorant,-2.0
1645,ignore,-1.0
1646,ignored,-2.0
1647,ignores,-1.0
1648,ill,-2.0
1649,ill-fated,-2.0
1650,illegal,-3.0
1651,illegally,-3.0
1652,illegitimate,-3.0
1653,illiteracy,-2.0
1654,illness,-2.0
1655,illnesses,-2.0
1656,illogical,-2.0
1657,imaginative,2.0
1658,imbecile,-3.0
1659,immobilized,-1.0
1660,immortal,2.0
1661,immune,1.0
1662,impair,-2.0
1663,impaired,-2.0
1664,impairing,-2.0
1665,impairment,-2.0
1666,impairs,-2.0
1667,impatient,-2.0
1668,impeachment,-3.0
1669,impeachments,-3.0
1670,impede,-2.0
1671,impeded,-2.0
1672,impedes,-2.0
1673,impeding,-2.0
1674,impedingly,-2.0
1675,imperfect,-2.0
1676,importance,2.0
1677,important,2.0
1678,impose,-1.0
1679,imposed,-1.0
1680,imposes,-1.0
1681,imposing,-1.0
1682,imposter,-2.0
1683,impotent,-2.0
1684,impress,3.0
1685,impressed,3.0
1686,impresses,3.0
1687,impressive,3.0
1688,imprisoned,-2.0
1689,imprisonment,-2.0
1690,improper,-2.0
1691,improperly,-2.0
1692,improve,2.0
1693,improved,2.0
1694,improvement,2.0
1695,improves,2.0
1696,improving,2.0
1697,inability,-2.0
1698,inaction,-2.0
1699,inadequate,-2.0
1700,inadvertently,-2.0
1701,inappropriate,-2.0
1702,incapable,-2.0
1703,incapacitated,-2.0
1704,incapacitates,-2.0
1705,incapacitating,-2.0
1706,incense,-2.0
1707,incensed,-2.0
1708,incenses,-2.0
1709,incensing,-2.0
1710,incoherent,-2.0
1711,incompetence,-2.0
1712,incompetent,-2.0
1713,incomplete,-1.0
1714,incomprehensible,-2.0
1715,inconsiderate,-2.0
1716,inconvenience,-2.0
1717,inconvenient,-2.0
1718,increase,1.0
1719,increased,1.0
1720,indecisive,-2.0
1721,indestructible,2.0
1722,indicted,-2.0
1723,indifference,-2.0
1724,indifferent,-2.0
1725,indignant,-2.0
1726,indignation,-2.0
1727,indoctrinate,-2.0
1728,indoctrinated,-2.0
1729,indoctrinates,-2.0
1730,indoctrinating,-2.0
1731,inediable,-2.0
1732,inexorable,-3.0
1733,inexcusable,-3.0
1734,ineffective,-2.0
1735,ineffectively,-2.0
1736,ineffectual,-2.0
1737,inefficiency,-2.0
1738,inefficient,-2.0
1739,inefficiently,-2.0
1740,inept,-2.0
1741,ineptitude,-2.0
1742,infantile,-2.0
1743,infantilized,-2.0
1744,infatuated,2.0
1745,infatuation,2.0
1746,infect,-2.0
1747,infected,-2.0
1748,infecting,-2.0
1749,infection,-2.0
1750,infections,-2.0
1751,infectious,-2.0
1752,infects,-2.0
1753,inferior,-2.0
1754,infest,-2.0
1755,infested,-2.0
1756,infesting,-2.0
1757,infests,-2.0
1758,inflamed,-2.0
1759,inflict,-2.0
1760,inflicted,-2.0
1761,inflicting,-2.0
1762,inflicts,-2.0
1763,influential,2.0
1764,infract,-2.0
1765,infracted,-2.0
1766,infracting,-2.0
1767,infracts,-2.0
1768,infringement,-2.0
1769,infuriate,-2.0
1770,infuriated,-2.0
1771,infuriates,-2.0
1772,infuriating,-2.0
1773,inhibit,-1.0
1774,inhuman,-2.0
1775,injured,-2.0
1776,injuries,-2.0
1777,injury,-2.0
1778,injustice,-2.0
1779,innovate,1.0
1780,innovates,1.0
1781,innovation,1.0
1782,innovative,2.0
1783,inoperative,-2.0
1784,inquisition,-2.0
1785,inquisitive,2.0
1786,insane,-2.0
1787,insanity,-2.0
1788,insecure,-2.0
1789,insensitive,-2.0
1790,insensitivity,-2.0
1791,insignificant,-2.0
1792,insipid,-2.0
1793,insolvent,-2.0
1794,insomnia,-2.0
1795,inspiration,2.0
1796,inspirational,2.0
1797,inspire,2.0
1798,inspired,2.0
1799,inspires,2.0
1800,inspiring,3.0
1801,insufficiency,-2.0
1802,insufficient,-2.0
1803,insufficiently,-2.0
1804,insult,-2.0
1805,insulted,-2.0
1806,insulting,-2.0
1807,insults,-2.0
1808,intact,2.0
1809,integrity,2.0
1810,intelligent,2.0
1811,intense,1.0
1812,interest,1.0
1813,interested,2.0
1814,interesting,2.0
1815,interests,1.0
1816,interrogated,-2.0
1817,interrupt,-2.0
1818,interrupted,-2.0
1819,interrupting,-2.0
1820,interruption,-2.0
1821,interrupts,-2.0
1822,intimacy,2.0
1823,intimidate,-2.0
1824,intimidated,-2.0
1825,intimidates,-2.0
1826,intimidating,-2.0
1827,intimidation,-2.0
1828,intransigence,-2.0
1829,intransigency,-2.0
1830,intricate,2.0
1831,intrigues,1.0
1832,invasion,-1.0
1833,invincible,2.0
1834,invite,1.0
1835,inviting,1.0
1836,invulnerable,2.0
1837,irate,-3.0
1838,ironic,-1.0
1839,irony,-1.0
1840,irrational,-1.0
1841,irreparable,-2.0
1842,irreproducible,-2.0
1843,irresistible,2.0
1844,irresistibly,2.0
1845,irresolute,-2.0
1846,irresponsible,-2.0
1847,irresponsibly,-2.0
1848,irreversible,-1.0
1849,irreversibly,-1.0
1850,irritate,-3.0
1851,irritated,-3.0
1852,irritates,-3.0
1853,irritating,-3.0
1854,isolated,-1.0
1855,itchy,-2.0
1856,jackass,-4.0
1857,jackasses,-4.0
1858,jailed,-2.0
1859,jaunty,2.0
1860,jealous,-2.0
1861,jealousy,-2.0
1862,jeopardy,-2.0
1863,jerk,-3.0
1864,jesus,1.0
1865,jewel,1.0
1866,jewels,1.0
1867,jocular,2.0
1868,join,1.0
1869,joke,2.0
1870,jokes,2.0
1871,jolly,2.0
1872,jovial,2.0
1873,joy,3.0
1874,joyful,3.0
1875,joyfully,3.0
1876,joyless,-2.0
1877,joyous,3.0
1878,jubilant,3.0
1879,jumpy,-1.0
1880,justice,2.0
1881,justifiably,2.0
1882,justified,2.0
1883,keen,1.0
1884,kickback,-3.0
1885,kickbacks,-3.0
1886,kidnap,-2.0
1887,kidnapped,-2.0
1888,kidnapping,-2.0
1889,kidnappings,-2.0
1890,kidnaps,-2.0
1891,kill,-3.0
1892,killed,-3.0
1893,killing,-3.0
1894,kills,-3.0
1895,kind,2.0
1896,kind of,0.0
1897,kinder,2.0
1898,kindness,2.0
1899,kiss,2.0
1900,kudos,3.0
1901,lack,-2.0
1902,lackadaisical,-2.0
1903,lag,-1.0
1904,lagged,-2.0
1905,lagging,-2.0
1906,lags,-2.0
1907,lame,-2.0
1908,landmark,2.0
1909,lapse,-1.0
1910,lapsed,-1.0
1911,laugh,1.0
1912,laughed,1.0
1913,laughing,1.0
1914,laughs,1.0
1915,laughting,1.0
1916,launched,1.0
1917,lawl,3.0
1918,lawsuit,-2.0
1919,lawsuits,-2.0
1920,lazy,-1.0
1921,leadership,1.0
1922,leading,2.0
1923,leak,-1.0
1924,leaked,-1.0
1925,leave,-1.0
1926,legal,1.0
1927,legally,1.0
1928,lenient,1.0
1929,lethal,-2.0
1930,lethality,-2.0
1931,lethargic,-2.0
1932,lethargy,-2.0
1933,liar,-3.0
1934,liars,-3.0
1935,libelous,-2.0
1936,lied,-2.0
1937,lifeless,-1.0
1938,lifesaver,4.0
1939,lighthearted,1.0
1940,likable,2.0
1941,like,2.0
1942,likeable,2.0
1943,liked,2.0
1944,likers,2.0
1945,likes,2.0
1946,liking,2.0
1947,limitation,-1.0
1948,limited,-1.0
1949,limits,-1.0
1950,litigation,-1.0
1951,litigious,-2.0
1952,lively,2.0
1953,livid,-2.0
1954,lmao,4.0
1955,lmfao,4.0
1956,loathe,-3.0
1957,loathed,-3.0
1958,loathes,-3.0
1959,loathing,-3.0
1960,loathsome,-3.0
1961,lobbied,-2.0
1962,lobby,-2.0
1963,lobbying,-2.0
1964,lobbyist,-2.0
1965,lobbyists,-2.0
1966,lol,3.0
1967,lolol,4.0
1968,lololol,4.0
1969,lolololol,4.0
1970,lonely,-2.0
1971,lonesome,-2.0
1972,longing,-1.0
1973,lool,3.0
1974,loom,-1.0
1975,loomed,-1.0
1976,looming,-1.0
1977,looms,-1.0
1978,loool,3.0
1979,looool,3.0
1980,loose,-3.0
1981,looses,-3.0
1982,loser,-3.0
1983,losing,-3.0
1984,loss,-3.0
1985,losses,-3.0
1986,lost,-3.0
1987,lousy,-2.0
1988,lovable,3.0
1989,love,3.0
1990,loved,3.0
1991,lovelies,3.0
1992,lovely,3.0
1993,loves,3.0
1994,loving,2.0
1995,loving-kindness,3.0
1996,lowest,-1.0
1997,loyal,3.0
1998,loyalty,3.0
1999,luck,3.0
2000,luckily,3.0
2001,lucky,3.0
2002,lucrative,3.0
2003,ludicrous,-3.0
2004,lugubrious,-2.0
2005,lunatic,-3.0
2006,lunatics,-3.0
2007,lurk,-1.0
2008,lurking,-1.0
2009,lurks,-1.0
2010,luxury,2.0
2011,macabre,-2.0
2012,mad,-3.0
2013,maddening,-3.0
2014,made-up,-1.0
2015,madly,-3.0
2016,madness,-3.0
2017,magnificent,3.0
2018,maladaption,-2.0
2019,maldevelopment,-2.0
2020,maltreatment,-2.0
2021,mandatory,-1.0
2022,manipulated,-1.0
2023,manipulating,-1.0
2024,manipulation,-1.0
2025,manslaughter,-3.0
2026,marvel,3.0
2027,marvelous,3.0
2028,marvels,3.0
2029,masterpiece,4.0
2030,masterpieces,4.0
2031,matter,1.0
2032,matters,1.0
2033,mature,2.0
2034,meaningful,2.0
2035,meaningless,-2.0
2036,medal,3.0
2037,mediocrity,-3.0
2038,meditative,1.0
2039,melancholy,-2.0
2040,memorable,1.0
2041,memoriam,-2.0
2042,menace,-2.0
2043,menaced,-2.0
2044,menaces,-2.0
2045,mercy,2.0
2046,merry,3.0
2047,mesmerizing,3.0
2048,mess,-2.0
2049,messed,-2.0
2050,messing up,-2.0
2051,methodical,2.0
2052,methodically,2.0
2053,mindless,-2.0
2054,miracle,4.0
2055,mirth,3.0
2056,mirthful,3.0
2057,mirthfully,3.0
2058,misbehave,-2.0
2059,misbehaved,-2.0
2060,misbehaves,-2.0
2061,misbehaving,-2.0
2062,misbranding,-3.0
2063,miscast,-2.0
2064,mischief,-1.0
2065,mischiefs,-1.0
2066,misclassified,-2.0
2067,misclassifies,-2.0
2068,misclassify,-2.0
2069,misconduct,-2.0
2070,misconducted,-2.0
2071,misconducting,-2.0
2072,misconducts,-2.0
2073,miserable,-3.0
2074,miserably,-3.0
2075,misery,-2.0
2076,misfire,-2.0
2077,misfortune,-2.0
2078,misgiving,-2.0
2079,misinformation,-2.0
2080,misinformed,-2.0
2081,misinterpreted,-2.0
2082,mislead,-3.0
2083,misleaded,-3.0
2084,misleading,-3.0
2085,misleads,-3.0
2086,misplace,-2.0
2087,misplaced,-2.0
2088,misplaces,-2.0
2089,misplacing,-2.0
2090,mispricing,-3.0
2091,misread,-1.0
2092,misreport,-2.0
2093,misreported,-2.0
2094,misreporting,-2.0
2095,misreports,-2.0
2096,misrepresent,-2.0
2097,misrepresentation,-2.0
2098,misrepresentations,-2.0
2099,misrepresented,-2.0
2100,misrepresenting,-2.0
2101,misrepresents,-2.0
2102,miss,-2.0
2103,missed,-2.0
2104,missing,-2.0
2105,mistake,-2.0
2106,mistaken,-2.0
2107,mistakes,-2.0
2108,mistaking,-2.0
2109,misunderstand,-2.0
2110,misunderstanding,-2.0
2111,misunderstands,-2.0
2112,misunderstood,-2.0
2113,misuse,-2.0
2114,misused,-2.0
2115,misuses,-2.0
2116,misusing,-2.0
2117,moan,-2.0
2118,moaned,-2.0
2119,moaning,-2.0
2120,moans,-2.0
2121,mock,-2.0
2122,mocked,-2.0
2123,mocking,-2.0
2124,mocks,-2.0
2125,modernize,2.0
2126,modernized,2.0
2127,modernizes,2.0
2128,modernizing,2.0
2129,mongering,-2.0
2130,monopolize,-2.0
2131,monopolized,-2.0
2132,monopolizes,-2.0
2133,monopolizing,-2.0
2134,monotone,-1.0
2135,moody,-1.0
2136,mope,-1.0
2137,moping,-1.0
2138,moron,-3.0
2139,motherfucker,-5.0
2140,motherfucking,-5.0
2141,motivate,1.0
2142,motivated,2.0
2143,motivating,2.0
2144,motivation,1.0
2145,mourn,-2.0
2146,mourned,-2.0
2147,mournful,-2.0
2148,mourning,-2.0
2149,mourns,-2.0
2150,muddy,-2.0
2151,mumpish,-2.0
2152,murder,-2.0
2153,murderer,-2.0
2154,murdering,-3.0
2155,murderous,-3.0
2156,murders,-2.0
2157,murky,-2.0
2158,myth,-1.0
2159,n00b,-2.0
2160,naive,-2.0
2161,narcissism,-2.0
2162,nasty,-3.0
2163,natural,1.0
2164,naïve,-2.0
2165,needy,-2.0
2166,negative,-2.0
2167,negativity,-2.0
2168,neglect,-2.0
2169,neglected,-2.0
2170,neglecting,-2.0
2171,neglects,-2.0
2172,nerves,-1.0
2173,nervous,-2.0
2174,nervously,-2.0
2175,nice,3.0
2176,nifty,2.0
2177,niggas,-5.0
2178,nigger,-5.0
2179,no,-1.0
2180,no fun,-3.0
2181,noble,2.0
2182,noblest,2.0
2183,noisy,-1.0
2184,non-approved,-2.0
2185,nonsense,-2.0
2186,noob,-2.0
2187,nosey,-2.0
2188,not good,-2.0
2189,not working,-3.0
2190,notable,2.0
2191,noticeable,2.0
2192,notorious,-2.0
2193,novel,2.0
2194,numb,-1.0
2195,nurturing,2.0
2196,nuts,-3.0
2197,obliterate,-2.0
2198,obliterated,-2.0
2199,obnoxious,-3.0
2200,obscene,-2.0
2201,obscenity,-2.0
2202,obsessed,2.0
2203,obsolete,-2.0
2204,obstacle,-2.0
2205,obstacles,-2.0
2206,obstinate,-2.0
2207,obstruct,-2.0
2208,obstructed,-2.0
2209,obstructing,-2.0
2210,obstruction,-2.0
2211,obstructs,-2.0
2212,odd,-2.0
2213,offence,-2.0
2214,offences,-2.0
2215,offend,-2.0
2216,offended,-2.0
2217,offender,-2.0
2218,offending,-2.0
2219,offends,-2.0
2220,offense,-2.0
2221,offenses,-2.0
2222,offensive,-2.0
2223,offensively,-2.0
2224,offline,-1.0
2225,oks,2.0
2226,ominous,3.0
2227,once-in-a-lifetime,3.0
2228,oops,-2.0
2229,opportunities,2.0
2230,opportunity,2.0
2231,oppressed,-2.0
2232,oppression,-2.0
2233,oppressions,-2.0
2234,oppressive,-2.0
2235,optimism,2.0
2236,optimistic,2.0
2237,optionless,-2.0
2238,ostracize,-2.0
2239,ostracized,-2.0
2240,ostracizes,-2.0
2241,ouch,-2.0
2242,outage,-2.0
2243,outages,-2.0
2244,outbreak,-2.0
2245,outbreaks,-2.0
2246,outcry,-2.0
2247,outmaneuvered,-2.0
2248,outnumbered,-2.0
2249,outrage,-3.0
2250,outraged,-3.0
2251,outrageous,-3.0
2252,outreach,2.0
2253,outstanding,5.0
2254,overjoyed,4.0
2255,overload,-1.0
2256,overlooked,-1.0
2257,overprotective,-2.0
2258,overran,-2.0
2259,overreact,-2.0
2260,overreacted,-2.0
2261,overreacting,-2.0
2262,overreaction,-2.0
2263,overreacts,-2.0
2264,oversell,-2.0
2265,overselling,-2.0
2266,oversells,-2.0
2267,oversight,-1.0
2268,oversimplification,-2.0
2269,oversimplified,-2.0
2270,oversimplifies,-2.0
2271,oversimplify,-2.0
2272,oversold,-2.0
2273,overstatement,-2.0
2274,overstatements,-2.0
2275,overweight,-1.0
2276,overwrought,-3.0
2277,oxymoron,-1.0
2278,pain,-2.0
2279,pained,-2.0
2280,painful,-2.0
2281,panic,-3.0
2282,panicked,-3.0
2283,panics,-3.0
2284,paradise,3.0
2285,paradox,-1.0
2286,pardon,2.0
2287,pardoned,2.0
2288,pardoning,2.0
2289,pardons,2.0
2290,parley,-1.0
2291,passion,1.0
2292,passionate,2.0
2293,passive,-1.0
2294,passively,-1.0
2295,pathetic,-2.0
2296,pay,-1.0
2297,peace,2.0
2298,peaceful,2.0
2299,peacefully,2.0
2300,penalize,-2.0
2301,penalized,-2.0
2302,penalizes,-2.0
2303,penalizing,-2.0
2304,penalty,-2.0
2305,pensive,-1.0
2306,perfect,3.0
2307,perfected,2.0
2308,perfection,3.0
2309,perfectly,3.0
2310,perfects,2.0
2311,peril,-2.0
2312,perjury,-3.0
2313,perpetrated,-2.0
2314,perpetrator,-2.0
2315,perpetrators,-2.0
2316,perplexed,-2.0
2317,persecute,-2.0
2318,persecuted,-2.0
2319,persecutes,-2.0
2320,persecuting,-2.0
2321,perturbed,-2.0
2322,pervert,-3.0
2323,pesky,-2.0
2324,pessimism,-2.0
2325,pessimistic,-2.0
2326,petrified,-2.0
2327,philanthropy,2.0
2328,phobic,-2.0
2329,picturesque,2.0
2330,pileup,-1.0
2331,pillage,-2.0
2332,pique,-2.0
2333,piqued,-2.0
2334,piss,-4.0
2335,pissed,-4.0
2336,pissing,-3.0
2337,piteous,-2.0
2338,pitied,-1.0
2339,pity,-2.0
2340,plague,-3.0
2341,plagued,-3.0
2342,plagues,-3.0
2343,plaguing,-3.0
2344,playful,2.0
2345,pleasant,3.0
2346,please,1.0
2347,pleased,3.0
2348,pleasurable,3.0
2349,pleasure,3.0
2350,plodding,-2.0
2351,poignant,2.0
2352,pointless,-2.0
2353,poised,-2.0
2354,poison,-2.0
2355,poisoned,-2.0
2356,poisons,-2.0
2357,polished,2.0
2358,polite,2.0
2359,politeness,2.0
2360,pollutant,-2.0
2361,pollute,-2.0
2362,polluted,-2.0
2363,polluter,-2.0
2364,polluters,-2.0
2365,pollutes,-2.0
2366,pollution,-2.0
2367,poor,-2.0
2368,poorer,-2.0
2369,poorest,-2.0
2370,poorly,-2.0
2371,popular,3.0
2372,popularity,3.0
2373,positive,2.0
2374,positively,2.0
2375,possessive,-2.0
2376,post-traumatic,-2.0
2377,postpone,-1.0
2378,postponed,-1.0
2379,postpones,-1.0
2380,postponing,-1.0
2381,poverty,-1.0
2382,powerful,2.0
2383,powerless,-2.0
2384,praise,3.0
2385,praised,3.0
2386,praises,3.0
2387,praising,3.0
2388,pray,1.0
2389,praying,1.0
2390,prays,1.0
2391,prblm,-2.0
2392,prblms,-2.0
2393,predatory,-2.0
2394,prepared,1.0
2395,pressure,-1.0
2396,pressured,-2.0
2397,pretend,-1.0
2398,pretending,-1.0
2399,pretends,-1.0
2400,pretty,1.0
2401,prevent,-1.0
2402,prevented,-1.0
2403,preventing,-1.0
2404,prevents,-1.0
2405,prick,-5.0
2406,prison,-2.0
2407,prisoner,-2.0
2408,prisoners,-2.0
2409,privileged,2.0
2410,proactive,2.0
2411,problem,-2.0
2412,problems,-2.0
2413,profit,2.0
2414,profitable,2.0
2415,profiteer,-2.0
2416,profits,2.0
2417,progress,2.0
2418,prohibit,-1.0
2419,prohibits,-1.0
2420,prominent,2.0
2421,promise,1.0
2422,promised,1.0
2423,promises,1.0
2424,promote,1.0
2425,promoted,1.0
2426,promotes,1.0
2427,promoting,1.0
2428,promptly,1.0
2429,propaganda,-2.0
2430,prosecute,-1.0
2431,prosecuted,-2.0
2432,prosecutes,-1.0
2433,prosecution,-1.0
2434,prospect,1.0
2435,prospects,1.0
2436,prosperity,3.0
2437,prosperous,3.0
2438,protect,1.0
2439,protected,1.0
2440,protects,1.0
