RunQueue;syscall;%CPU;RunQueue;syscall;;User%;Sys%;Wait%
;;0,45;;;;;;
;;0,49;;;;;;
;;0,31;;;;;;
;;0,49;;;;;;
;;0,44;;;;;;
;;0,32;;;;;;
;;0,47;;;;;;
;;0,44;;;;;;
;;0,34;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,33;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,34;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,33;;;;;;
;;0,5;;;;;;
;;0,48;;;;;;
;;0,33;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,33;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,34;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,34;;;;;;
;;0,48;;;;;;
;;0,5;;;;;;
;;0,35;;;;;;
;;0,48;;;;;;
;;0,51;;;;;;
;;0,34;;;;;;
;;0,48;;;;;;
;;0,52;;;;;;
;;0,32;;;;;;
;;0,47;;;;;;
;;0,5;;;;;;
;;0,32;;;;;;
;;0,46;;;;;;
;;0,52;;;;;;
;;0,32;;;;;;
;;0,45;;;;;;
;;0,52;;;;;;
;;0,33;;;;;;
;;0,47;;;;;;
;;0,53;;;;;;
;;0,33;;;;;;
;;0,46;;;;;;
;;0,52;;;;;;
;;0,33;;;;;;
;;0,44;;;;;;
;;0,51;;;;;;
;;0,32;;;;;;
;;0,45;;;;;;
;;0,52;;;;;;
;;0,34;;;;;;
;;0,42;;;;;;
;;0,53;;;;;;
;;0,35;;;;;;
;;0,45;;;;;;
;;0,53;;;;;;
;;0,34;;;;;;
;;0,44;;;;;;
;;0,52;;;;;;
;;0,36;;;;;;
;;0,45;;;;;;
;;0,52;;;;;;
;;0,35;;;;;;
;;0,43;;;;;;
;;0,51;;;;;;
;;0,36;;;;;;
;;0,46;;;;;;
;;0,52;;;;;;
;;0,34;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,5;;;;;;
;;0,48;;;;;;
;;0,31;;;;;;
;;0,22;;;;;;
;;0,51;;;;;;
;;0,47;;;;;;
;;0,51;;;;;;
;;0,45;;;;;;
;;0,45;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,45;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,45;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,45;;;;;;
;;0,46;;;;;;
;;1,5;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,5;;;;;;
;;0,48;;;;;;
;;0,38;;;;;;
;;0,16;;;;;;
;;0,47;;;;;;
;;0,52;;;;;;
;;0,46;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,49;;;;;;
;;0,42;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,51;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,46;;;;;;
;;0,49;;;;;;
;;1,47;;;;;;
;;0,35;;;;;;
;;0,22;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,5;;;;;;
;;0,49;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,46;;;;;;
;;0,49;;;;;;
;;0,21;;;;;;
;;0,35;;;;;;
;;0,47;;;;;;
;;0,46;;;;;;
;;0,46;;;;;;
;;0,5;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,41;;;;;;
;;0,17;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,46;;;;;;
;;0,49;;;;;;
;;1,47;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,15;;;;;;
;;0,39;;;;;;
;;0,5;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,46;;;;;;
;;0,51;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,46;;;;;;
;;0,32;;;;;;
;;0,21;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,46;;;;;;
;;0,51;;;;;;
;;0,47;;;;;;
;;0,5;;;;;;
;;0,46;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;1,49;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,51;;;;;;
;;0,48;;;;;;
;;0,29;;;;;;
;;0,27;;;;;;
;;0,46;;;;;;
;;0,5;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,46;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,36;;;;;;
;;0,18;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,5;;;;;;
;;0,48;;;;;;
;;0,45;;;;;;
;;0,45;;;;;;
;;0,5;;;;;;
;;1,51;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,46;;;;;;
;;0,5;;;;;;
;;0,33;;;;;;
;;0,26;;;;;;
;;0,46;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,52;;;;;;
;;0,5;;;;;;
;;0,44;;;;;;
;;0,44;;;;;;
;;0,33;;;;;;
;;0,27;;;;;;
;;0,49;;;;;;
;;0,49;;;;;;
;;0,46;;;;;;
;;0,49;;;;;;
;;1,48;;;;;;
;;0,49;;;;;;
;;0,46;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,5;;;;;;
;;0,5;;;;;;
;;0,46;;;;;;
;;0,46;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,45;;;;;;
;;0,24;;;;;;
;;0,31;;;;;;
;;0,46;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,45;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,44;;;;;;
;;0,16;;;;;;
;;1,42;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,49;;;;;;
;;0,46;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,49;;;;;;
;;0,3;;;;;;
;;0,22;;;;;;
;;0,5;;;;;;
;;0,46;;;;;;
;;0,51;;;;;;
;;0,45;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,19;;;;;;
;;0,33;;;;;;
;;0,46;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,45;;;;;;
;;0,47;;;;;;
;;1,5;;;;;;
;;0,48;;;;;;
;;0,27;;;;;;
;;0,28;;;;;;
;;0,47;;;;;;
;;0,5;;;;;;
;;0,49;;;;;;
;;0,5;;;;;;
;;0,48;;;;;;
;;0,51;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,46;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,45;;;;;;
;;0,47;;;;;;
;;0,5;;;;;;
;;0,43;;;;;;
;;0,47;;;;;;
;;0,45;;;;;;
;;0,37;;;;;;
;;0,19;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;1,51;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,49;;;;;;
;;0,5;;;;;;
;;0,23;;;;;;
;;0,35;;;;;;
;;0,5;;;;;;
;;0,45;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,5;;;;;;
;;0,52;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,31;;;;;;
;;0,21;;;;;;
;;0,45;;;;;;
;;0,48;;;;;;
;;0,5;;;;;;
;;0,45;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,49;;;;;;
;;0,42;;;;;;
;;0,14;;;;;;
;;1,43;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,5;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,51;;;;;;
;;0,48;;;;;;
;;0,37;;;;;;
;;0,17;;;;;;
;;0,49;;;;;;
;;0,5;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,45;;;;;;
;;0,41;;;;;;
;;0,1;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;1,49;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,13;;;;;;
;;0,42;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,55;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,46;;;;;;
;;0,27;;;;;;
;;0,32;;;;;;
;;0,44;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,46;;;;;;
;;0,46;;;;;;
;;0,39;;;;;;
;;0,35;;;;;;
;;0,28;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;0,47;;;;;;
;;1,51;;;;;;
;;0,39;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,31;;;;;;
;;0,37;;;;;;
;;0,37;;;;;;
;;0,31;;;;;;
;;0,33;;;;;;
;;0,35;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,32;;;;;;
;;0,36;;;;;;
;;0,38;;;;;;
;;0,37;;;;;;
;;0,38;;;;;;
;;0,36;;;;;;
;;0,35;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,32;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,36;;;;;;
;;0,36;;;;;;
;;0,33;;;;;;
;;0,36;;;;;;
;;0,34;;;;;;
;;0,31;;;;;;
;;0,33;;;;;;
;;0,35;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,31;;;;;;
;;0,34;;;;;;
;;0,35;;;;;;
;;0,36;;;;;;
;;0,39;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,31;;;;;;
;;0,35;;;;;;
;;0,35;;;;;;
;;0,31;;;;;;
;;0,36;;;;;;
;;0,34;;;;;;
;;0,37;;;;;;
;;0,36;;;;;;
;;0,36;;;;;;
;;0,37;;;;;;
;;0,3;;;;;;
;;0,3;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,37;;;;;;
;;0,31;;;;;;
;;0,35;;;;;;
;;0,37;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,35;;;;;;
;;0,29;;;;;;
;;0,38;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,35;;;;;;
;;0,32;;;;;;
;;0,35;;;;;;
;;0,36;;;;;;
;;0,36;;;;;;
;;0,35;;;;;;
;;0,35;;;;;;
;;0,32;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,37;;;;;;
;;0,4;;;;;;
;;0,37;;;;;;
;;0,31;;;;;;
;;0,37;;;;;;
;;0,35;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,32;;;;;;
;;0,34;;;;;;
;;0,32;;;;;;
;;0,34;;;;;;
;;0,46;;;;;;
;;0,38;;;;;;
;;0,37;;;;;;
;;0,33;;;;;;
;;0,37;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,35;;;;;;
;;0,35;;;;;;
;;0,36;;;;;;
;;0,52;;;;;;
;;0,49;;;;;;
;;0,18;;;;;;
;;0,31;;;;;;
;;0,35;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,32;;;;;;
;;0,35;;;;;;
;;0,37;;;;;;
;;0,44;;;;;;
;;0,36;;;;;;
;;0,35;;;;;;
;;0,4;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,32;;;;;;
;;0,35;;;;;;
;;0,34;;;;;;
;;0,43;;;;;;
;;0,35;;;;;;
;;0,36;;;;;;
;;0,33;;;;;;
;;0,28;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,31;;;;;;
;;0,44;;;;;;
;;0,32;;;;;;
;;0,46;;;;;;
;;0,36;;;;;;
;;0,32;;;;;;
;;0,3;;;;;;
;;0,35;;;;;;
;;0,32;;;;;;
;;0,32;;;;;;
;;0,43;;;;;;
;;0,34;;;;;;
;;0,32;;;;;;
;;0,31;;;;;;
;;0,35;;;;;;
;;0,35;;;;;;
;;0,34;;;;;;
;;0,36;;;;;;
;;0,35;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,35;;;;;;
;;0,38;;;;;;
;;0,24;;;;;;
;;0,36;;;;;;
;;0,68;;;;;;
;;0,42;;;;;;
;;0,35;;;;;;
;;0,36;;;;;;
;;0,35;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,35;;;;;;
;;0,32;;;;;;
;;0,31;;;;;;
;;0,34;;;;;;
;;0,36;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,37;;;;;;
;;0,41;;;;;;
;;0,34;;;;;;
;;0,35;;;;;;
;;0,33;;;;;;
;;0,38;;;;;;
;;0,32;;;;;;
;;0,36;;;;;;
;;0,39;;;;;;
;;0,31;;;;;;
;;0,38;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,37;;;;;;
;;0,29;;;;;;
;;0,43;;;;;;
;;0,3;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,36;;;;;;
;;0,28;;;;;;
;;0,31;;;;;;
;;0,36;;;;;;
;;0,31;;;;;;
;;0,36;;;;;;
;;0,52;;;;;;
;;0,41;;;;;;
;;0,73;;;;;;
;;0,34;;;;;;
;;0,37;;;;;;
;;0,28;;;;;;
;;0,36;;;;;;
;;0,38;;;;;;
;;0,33;;;;;;
;;0,32;;;;;;
;;0,34;;;;;;
;;0,3;;;;;;
;;0,35;;;;;;
;;0,37;;;;;;
;;0,37;;;;;;
;;0,35;;;;;;
;;0,3;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,32;;;;;;
;;0,34;;;;;;
;;0,35;;;;;;
;;0,34;;;;;;
;;0,37;;;;;;
;;0,3;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,31;;;;;;
;;0,38;;;;;;
;;0,4;;;;;;
;;0,37;;;;;;
;;0,34;;;;;;
;;0,35;;;;;;
;;0,3;;;;;;
;;0,39;;;;;;
;;0,32;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,32;;;;;;
;;0,32;;;;;;
;;0,34;;;;;;
;;0,35;;;;;;
;;0,37;;;;;;
;;0,43;;;;;;
;;0,44;;;;;;
;;0,63;;;;;;
;;0,29;;;;;;
;;0,32;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,36;;;;;;
;;0,36;;;;;;
;;0,16;;;;;;
;;0,47;;;;;;
;;0,34;;;;;;
;;0,28;;;;;;
;;0,43;;;;;;
;;0,35;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,35;;;;;;
;;0,38;;;;;;
;;0,36;;;;;;
;;0,32;;;;;;
;;0,31;;;;;;
;;0,36;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,38;;;;;;
;;0,34;;;;;;
;;0,36;;;;;;
;;0,37;;;;;;
;;0,32;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,39;;;;;;
;;0,38;;;;;;
;;0,31;;;;;;
;;0,37;;;;;;
;;0,37;;;;;;
;;0,33;;;;;;
;;0,35;;;;;;
;;0,35;;;;;;
;;0,31;;;;;;
;;0,56;;;;;;
;;0,49;;;;;;
;;0,37;;;;;;
;;0,35;;;;;;
;;0,36;;;;;;
;;0,35;;;;;;
;;0,35;;;;;;
;;0,63;;;;;;
;;0,34;;;;;;
;;0,34;;;;;;
;;0,36;;;;;;
;;0,64;;;;;;
;;0,47;;;;;;
;;0,32;;;;;;
;;0,36;;;;;;
;;0,38;;;;;;
;;0,33;;;;;;
;;0,35;;;;;;
;;0,33;;;;;;
;;0,33;;;;;;
;;0,36;;;;;;
;;0,38;;;;;;
;;0,37;;;;;;
;;0,31;;;;;;
;;0,35;;;;;;
;;0,36;;;;;;
;;0,31;;;;;;
;;0,29;;;;;;
;;0,36;;;;;;
;;0,3;;;;;;
;;0,32;;;;;;
;;0,35;;;;;;
;;0,32;;;;;;
;;0,36;;;;;;
;;0,38;;;;;;
;;0,33;;;;;;
;;0,3;;;;;;
;;0,87;;;;;;
;;0,87;;;;;;
;;0,85;;;;;;
;;0,87;;;;;;
;;1,11;;;;;;
;;1,4;;;;;;
;;0,84;;;;;;
;;0,84;;;;;;
;;19,41;;;;;;
;;0,1;;;;;;
;;0,33;;;;;;
;;10,38;;;;;;
;;18,91;;;;;;
;;0,17;;;;;;
;;38,1;;;;;;
;;0,77;;;;;;
;;0,14;;;;;;
;;0,25;;;;;;
;;0,13;;;;;;
;;0,33;;;;;;
;;32,83;;;;;;
;;30,69;;;;;;
;;0,13;;;;;;
;;3,08;;;;;;
;;0,93;;;;;;
;;0,21;;;;;;
;;0,26;;;;;;
;;0,13;;;;;;
;;0,32;;;;;;
;;34,49;;;;;;
;;29,89;;;;;;
;;0,12;;;;;;
;;2,49;;;;;;
;;0,76;;;;;;
;;0,14;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,31;;;;;;
;;34,85;;;;;;
;;29,76;;;;;;
;;0,13;;;;;;
;;2,09;;;;;;
;;0,72;;;;;;
;;0,16;;;;;;
;;0,25;;;;;;
;;0,13;;;;;;
;;0,33;;;;;;
;;36,03;;;;;;
;;29,81;;;;;;
;;0,11;;;;;;
;;1,69;;;;;;
;;0,79;;;;;;
;;0,14;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,33;;;;;;
;;36,69;;;;;;
;;28,89;;;;;;
;;0,13;;;;;;
;;1,6;;;;;;
;;0,75;;;;;;
;;0,15;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,34;;;;;;
;;37,3;;;;;;
;;28,49;;;;;;
;;0,11;;;;;;
;;0,59;;;;;;
;;0,99;;;;;;
;;0,19;;;;;;
;;0,25;;;;;;
;;0,1;;;;;;
;;0,34;;;;;;
;;38,09;;;;;;
;;29,12;;;;;;
;;0,13;;;;;;
;;0,15;;;;;;
;;0,72;;;;;;
;;0,14;;;;;;
;;0,26;;;;;;
;;0,36;;;;;;
;;38,99;;;;;;
;;27,77;;;;;;
;;0,13;;;;;;
;;0,52;;;;;;
;;0,13;;;;;;
;;0,31;;;;;;
;;0,3;;;;;;
;;0,37;;;;;;
;;33,89;;;;;;
;;30,63;;;;;;
;;0,12;;;;;;
;;3,1;;;;;;
;;0,56;;;;;;
;;0,25;;;;;;
;;0,11;;;;;;
;;0,26;;;;;;
;;0,38;;;;;;
;;34,76;;;;;;
;;29,64;;;;;;
;;0,12;;;;;;
;;2,43;;;;;;
;;0,52;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,27;;;;;;
;;0,35;;;;;;
;;35,48;;;;;;
;;29,27;;;;;;
;;0,13;;;;;;
;;2,1;;;;;;
;;0,76;;;;;;
;;0,16;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;36,14;;;;;;
;;29,5;;;;;;
;;0,13;;;;;;
;;1,62;;;;;;
;;0,54;;;;;;
;;0,1;;;;;;
;;0,25;;;;;;
;;0,13;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;36,7;;;;;;
;;28,51;;;;;;
;;0,13;;;;;;
;;1,39;;;;;;
;;0,56;;;;;;
;;0,26;;;;;;
;;0,11;;;;;;
;;0,26;;;;;;
;;0,36;;;;;;
;;37,65;;;;;;
;;29,02;;;;;;
;;0,13;;;;;;
;;0,52;;;;;;
;;0,53;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;37,89;;;;;;
;;29,33;;;;;;
;;0,12;;;;;;
;;0,52;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,38;;;;;;
;;38,96;;;;;;
;;26,71;;;;;;
;;0,13;;;;;;
;;0,11;;;;;;
;;0,66;;;;;;
;;0,14;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,36;;;;;;
;;39,58;;;;;;
;;27,7;;;;;;
;;0,13;;;;;;
;;0,51;;;;;;
;;0,33;;;;;;
;;37,64;;;;;;
;;29,19;;;;;;
;;3,28;;;;;;
;;0,58;;;;;;
;;0,33;;;;;;
;;34,19;;;;;;
;;29,8;;;;;;
;;3,11;;;;;;
;;0,49;;;;;;
;;0,1;;;;;;
;;0,33;;;;;;
;;35,25;;;;;;
;;0,17;;;;;;
;;29,41;;;;;;
;;2,39;;;;;;
;;0,52;;;;;;
;;0,15;;;;;;
;;0,25;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;36,2;;;;;;
;;29,77;;;;;;
;;2,02;;;;;;
;;0,71;;;;;;
;;0,15;;;;;;
;;0,25;;;;;;
;;0,11;;;;;;
;;0,24;;;;;;
;;0,37;;;;;;
;;36,69;;;;;;
;;29,17;;;;;;
;;1,65;;;;;;
;;0,46;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,24;;;;;;
;;0,36;;;;;;
;;36,72;;;;;;
;;34,22;;;;;;
;;0,84;;;;;;
;;0,47;;;;;;
;;0,26;;;;;;
;;0,11;;;;;;
;;0,25;;;;;;
;;0,36;;;;;;
;;38,18;;;;;;
;;28,61;;;;;;
;;0,83;;;;;;
;;0,51;;;;;;
;;0,1;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;38,86;;;;;;
;;28,27;;;;;;
;;0,41;;;;;;
;;0,47;;;;;;
;;0,11;;;;;;
;;0,26;;;;;;
;;0,14;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;39,08;;;;;;
;;27,05;;;;;;
;;0,43;;;;;;
;;0,69;;;;;;
;;0,15;;;;;;
;;0,26;;;;;;
;;0,11;;;;;;
;;0,24;;;;;;
;;0,4;;;;;;
;;40,26;;;;;;
;;26,19;;;;;;
;;0,38;;;;;;
;;0,5;;;;;;
;;0,25;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;29,5;;;;;;
;;26,91;;;;;;
;;14,94;;;;;;
;;0,51;;;;;;
;;0,11;;;;;;
;;0,33;;;;;;
;;35,67;;;;;;
;;28,96;;;;;;
;;2,25;;;;;;
;;0,52;;;;;;
;;0,33;;;;;;
;;35,8;;;;;;
;;30,13;;;;;;
;;1,54;;;;;;
;;0,51;;;;;;
;;0,1;;;;;;
;;0,33;;;;;;
;;36,85;;;;;;
;;30,01;;;;;;
;;0,21;;;;;;
;;1,09;;;;;;
;;0,65;;;;;;
;;0,15;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,36;;;;;;
;;37,72;;;;;;
;;29,13;;;;;;
;;0,41;;;;;;
;;0,44;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,13;;;;;;
;;0,25;;;;;;
;;0,38;;;;;;
;;38,42;;;;;;
;;27,74;;;;;;
;;0,42;;;;;;
;;0,46;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,31;;;;;;
;;39,32;;;;;;
;;27,94;;;;;;
;;0,48;;;;;;
;;0,1;;;;;;
;;0,33;;;;;;
;;39,76;;;;;;
;;27,2;;;;;;
;;0,1;;;;;;
;;0,5;;;;;;
;;0,1;;;;;;
;;0,33;;;;;;
;;40,83;;;;;;
;;0,19;;;;;;
;;26,97;;;;;;
;;0,38;;;;;;
;;0,66;;;;;;
;;0,2;;;;;;
;;0,28;;;;;;
;;0,28;;;;;;
;;0,42;;;;;;
;;35,19;;;;;;
;;29,41;;;;;;
;;2,54;;;;;;
;;0,49;;;;;;
;;0,15;;;;;;
;;0,25;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;35,47;;;;;;
;;29,13;;;;;;
;;2,09;;;;;;
;;0,47;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,1;;;;;;
;;0,25;;;;;;
;;0,36;;;;;;
;;35,77;;;;;;
;;29,47;;;;;;
;;1,73;;;;;;
;;0,51;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,39;;;;;;
;;36,65;;;;;;
;;32,49;;;;;;
;;1,67;;;;;;
;;0,5;;;;;;
;;0,15;;;;;;
;;0,26;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;37,65;;;;;;
;;28,7;;;;;;
;;0,51;;;;;;
;;0,68;;;;;;
;;0,21;;;;;;
;;0,25;;;;;;
;;0,25;;;;;;
;;0,39;;;;;;
;;29,99;;;;;;
;;40,38;;;;;;
;;0,42;;;;;;
;;0,45;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;39,24;;;;;;
;;28,04;;;;;;
;;0,4;;;;;;
;;0,5;;;;;;
;;0,17;;;;;;
;;0,26;;;;;;
;;0,25;;;;;;
;;0,39;;;;;;
;;40,04;;;;;;
;;27,08;;;;;;
;;0,41;;;;;;
;;0,45;;;;;;
;;0,15;;;;;;
;;0,26;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;40,09;;;;;;
;;26,99;;;;;;
;;0,41;;;;;;
