clock,value
2020-12-06 12:00:00,15.9693
2020-12-06 12:20:00,16.1955
2020-12-06 12:40:00,16.3162
2020-12-06 13:00:00,15.7183
2020-12-06 13:20:00,16.1904
2020-12-06 13:40:00,15.077
2020-12-06 14:00:00,15.4984
2020-12-06 14:20:00,15.4482
2020-12-06 14:40:00,15.0619
2020-12-06 15:00:00,15.0631
2020-12-06 15:20:00,15.0446
2020-12-06 15:40:00,14.5345
2020-12-06 16:00:00,14.7659
2020-12-06 16:20:00,14.8874
2020-12-06 16:40:00,14.4189
2020-12-06 17:00:00,15.7699
2020-12-06 17:20:00,14.3075
2020-12-06 17:40:00,13.4193
2020-12-06 18:00:00,13.6121
2020-12-06 18:20:00,13.7688
2020-12-06 18:40:00,13.1223
2020-12-06 19:00:00,12.9318
2020-12-06 19:20:00,13.1437
2020-12-06 19:40:00,12.6295
2020-12-06 20:00:00,12.7546
2020-12-06 20:20:00,12.6578
2020-12-06 20:40:00,12.0451
2020-12-06 21:00:00,11.9488
2020-12-06 21:20:00,11.9671
2020-12-06 21:40:00,11.2252
2020-12-06 22:00:00,11.4102
2020-12-06 22:20:00,11.3583
2020-12-06 22:40:00,10.3185
2020-12-06 23:00:00,10.1539
2020-12-06 23:20:00,10.2646
2020-12-06 23:40:00,9.8052
2020-12-07 00:00:00,10.7185
2020-12-07 00:20:00,12.2615
2020-12-07 00:40:00,15.1681
2020-12-07 01:00:00,17.1259
2020-12-07 01:20:00,16.9473
2020-12-07 01:40:00,16.5029
2020-12-07 02:00:00,16.7411
2020-12-07 02:20:00,16.8593
2020-12-07 02:40:00,17.3272
2020-12-07 03:00:00,17.6201
2020-12-07 03:20:00,18.168
2020-12-07 03:40:00,17.5479
2020-12-07 04:00:00,21.5654
2020-12-07 04:20:00,19.6953
2020-12-07 04:40:00,11.3555
2020-12-07 05:00:00,11.6508
2020-12-07 05:20:00,12.2265
2020-12-07 05:40:00,12.4987
2020-12-07 06:00:00,13.4403
2020-12-07 06:20:00,14.7238
2020-12-07 06:40:00,15.0874
2020-12-07 07:00:00,16.1513
2020-12-07 07:20:00,17.1446
2020-12-07 07:40:00,18.8011
2020-12-07 08:00:00,20.4341
2020-12-07 08:20:00,22.154
2020-12-07 08:40:00,23.8748
2020-12-07 09:00:00,27.8934
2020-12-07 09:20:00,29.6218
2020-12-07 09:40:00,29.7266
2020-12-07 10:00:00,31.2709
2020-12-07 10:20:00,36.0119
2020-12-07 10:40:00,36.9966
2020-12-07 11:00:00,36.6716
2020-12-07 11:20:00,40.5016
2020-12-07 11:40:00,35.6393
2020-12-07 12:00:00,35.8026
2020-12-07 12:20:00,35.6521
2020-12-07 12:40:00,34.8357
2020-12-07 13:00:00,35.5175
2020-12-07 13:20:00,33.9665
2020-12-07 13:40:00,32.6462
2020-12-07 14:00:00,33.238
2020-12-07 14:20:00,32.574
2020-12-07 14:40:00,31.8721
2020-12-07 15:00:00,30.5928
2020-12-07 15:20:00,30.532
2020-12-07 15:40:00,28.7802
2020-12-07 16:00:00,28.2998
2020-12-07 16:20:00,28.016
2020-12-07 16:40:00,26.4567
2020-12-07 17:00:00,25.2367
2020-12-07 17:20:00,23.7748
2020-12-07 17:40:00,21.9248
2020-12-07 18:00:00,20.8166
2020-12-07 18:20:00,19.4033
2020-12-07 18:40:00,17.6971
2020-12-07 19:00:00,16.82
2020-12-07 19:20:00,16.5472
2020-12-07 19:40:00,15.266
2020-12-07 20:00:00,14.6238
2020-12-07 20:20:00,14.3148
2020-12-07 20:40:00,13.4518
2020-12-07 21:00:00,12.9892
2020-12-07 21:20:00,12.9887
2020-12-07 21:40:00,12.1273
2020-12-07 22:00:00,11.5431
2020-12-07 22:20:00,11.85
2020-12-07 22:40:00,10.7042
2020-12-07 23:00:00,10.5074
2020-12-07 23:20:00,10.444
2020-12-07 23:40:00,10.142
2020-12-08 00:00:00,10.4271
2020-12-08 00:20:00,12.8048
2020-12-08 00:40:00,16.1908
2020-12-08 01:00:00,17.8741
2020-12-08 01:20:00,18.2831
2020-12-08 01:40:00,17.274
2020-12-08 02:00:00,17.5976
2020-12-08 02:20:00,17.986
2020-12-08 02:40:00,17.7149
2020-12-08 03:00:00,17.8766
2020-12-08 03:20:00,18.662
2020-12-08 03:40:00,18.2233
2020-12-08 04:00:00,21.4525
2020-12-08 04:20:00,24.6307
2020-12-08 04:40:00,10.8231
2020-12-08 05:00:00,11.6147
2020-12-08 05:20:00,12.8254
2020-12-08 05:40:00,12.3734
2020-12-08 06:00:00,13.3576
2020-12-08 06:20:00,14.2986
